Rank,Title,Issn,SJR
22307,Universidad y Sociedad (discontinued),2218-3620,0.132
22308,World Journal of Dentistry,0976-6006,0.132
22308,World Journal of Dentistry,0976-6014,0.132
22309,World of Media,2686-8016,0.132
22309,World of Media,2307-1605,0.132
22310,Yearbook of Phraseology,1868-6338,0.132
22310,Yearbook of Phraseology,1868-632X,0.132
22311,Aisthesis (Italy),2035-8466,0.131
22312,AlBayan,2232-1969,0.131
22312,AlBayan,2232-1950,0.131
22313,Alergia Astma Immunologia,1427-3101,0.131
22314,"Analele Universitatii din Craiova - Seria Stiinte Filologice, Lingvistica",1224-5712,0.131
22315,Antropologia Portuguesa,0870-0990,0.131
22316,Archives of Orofacial Sciences,2231-7163,0.131
22316,Archives of Orofacial Sciences,1823-8602,0.131
22317,Australian Historical Studies,1940-5049,0.131
22317,Australian Historical Studies,1031-461X,0.131
22318,Bulletin de la Societe de Pathologie Exotique,0037-9085,0.131
22318,Bulletin de la Societe de Pathologie Exotique,1961-9049,0.131
22319,CEPAL Review,1684-0348,0.131
22319,CEPAL Review,0251-2920,0.131
22320,Comparative Literature Studies,1528-4212,0.131
22320,Comparative Literature Studies,0010-4132,0.131
22321,Comunicazioni Sociali,0392-8667,0.131
22321,Comunicazioni Sociali,1827-7969,0.131
22322,Contemporary Educational Research Quarterly,1814-4810,0.131
22323,Data in Brief,2352-3409,0.131
22324,Desarrollo y Sociedad,0120-3584,0.131
22324,Desarrollo y Sociedad,1900-7760,0.131
22325,Folia Pharmacologica Japonica,0015-5691,0.131
22325,Folia Pharmacologica Japonica,1347-8397,0.131
22326,"French Review, The",0016-111X,0.131
22327,Gerontologie et Societe,0151-0193,0.131
22327,Gerontologie et Societe,2101-0218,0.131
22328,Green Letters,1468-8417,0.131
22328,Green Letters,2168-1414,0.131
22329,High Technology Letters,1006-6748,0.131
22330,Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology,1000-1182,0.131
22331,Idealistic Studies,0046-8541,0.131
22332,IJU Case Reports,2577-171X,0.131
22333,"International Journal of Architectonic, Spatial, and Environmental Design",2325-1662,0.131
22333,"International Journal of Architectonic, Spatial, and Environmental Design",2325-1670,0.131
22334,International Journal of Business and Management Science,1837-6614,0.131
22334,International Journal of Business and Management Science,1985-692X,0.131
22335,International Journal of Engineering Systems Modelling and Simulation,1755-9766,0.131
22335,International Journal of Engineering Systems Modelling and Simulation,1755-9758,0.131
22336,International Journal of Materials and Structural Integrity,1745-0055,0.131
22336,International Journal of Materials and Structural Integrity,1745-0063,0.131
22337,Iranian Journal of Information Processing Management,2251-8231,0.131
22337,Iranian Journal of Information Processing Management,2251-8223,0.131
22338,Iranian Journal of Pediatric Hematology and Oncology,2008-8892,0.131
22338,Iranian Journal of Pediatric Hematology and Oncology,2228-6993,0.131
22339,Journal for the Study of Radicalism,1930-1197,0.131
22339,Journal for the Study of Radicalism,1930-1189,0.131
22340,Journal of Critical and Intensive Care,2717-6428,0.131
22341,Journal of English and Germanic Philology,0363-6941,0.131
22342,Journal of Intelligence History,1616-1262,0.131
22342,Journal of Intelligence History,2169-5601,0.131
22343,Journal of Medicine (Bangladesh),2075-5384,0.131
22343,Journal of Medicine (Bangladesh),1997-9797,0.131
22344,Journal of Physical Studies,1027-4642,0.131
22344,Journal of Physical Studies,2310-0052,0.131
22345,Journal of the Zhejiang University - Agriculture and Life Science,1008-9209,0.131
22346,Keikinzoku/Journal of Japan Institute of Light Metals,0451-5994,0.131
22347,Malaysian Journal of Soil Science,1394-7990,0.131
22348,Markov Processes and Related Fields,1024-2953,0.131
22349,Neilreichia,1681-5947,0.131
22350,Palliative Medicine in Practice,2545-0425,0.131
22350,Palliative Medicine in Practice,2545-1359,0.131
22351,Pediatria i Medycyna Rodzinna,1734-1531,0.131
22352,Produccion y Limpia,2323-0703,0.131
22352,Produccion y Limpia,1909-0455,0.131
22353,Progress in Plant Protection,1427-4337,0.131
22353,Progress in Plant Protection,2084-4883,0.131
22354,Propagation of Ornamental Plants,1311-9109,0.131
22355,Przeglad Geofizyczny,0033-2135,0.131
22355,Przeglad Geofizyczny,2544-1655,0.131
22356,PSICOLOGIA,0874-2049,0.131
22356,PSICOLOGIA,2183-2471,0.131
22357,Reformation and Renaissance Review,1462-2459,0.131
22357,Reformation and Renaissance Review,1743-1727,0.131
22358,Revista Cubana de Enfermeria,0864-0319,0.131
22358,Revista Cubana de Enfermeria,1561-2961,0.131
22359,Revista da Abordagem Gestaltica,1984-3542,0.131
22359,Revista da Abordagem Gestaltica,1809-6867,0.131
22360,Romanian Journal of Political Science,2068-7613,0.131
22360,Romanian Journal of Political Science,1582-456X,0.131
22361,Sahel Medical Journal,1118-8561,0.131
22361,Sahel Medical Journal,2321-6689,0.131
22362,Screen,0036-9543,0.131
22362,Screen,1460-2474,0.131
22363,Ship Building of China,1000-4882,0.131
22364,South Eastern European Journal of Public Health,2197-5248,0.131
22365,Sport und Gesellschaft,2366-0465,0.131
22365,Sport und Gesellschaft,1610-3181,0.131
22366,Statute Law Review,0144-3593,0.131
22367,Studies in Australasian Cinema,1750-3175,0.131
22367,Studies in Australasian Cinema,1750-3183,0.131
22368,Studies in History,0257-6430,0.131
22368,Studies in History,0973-080X,0.131
22369,TDR - The Drama Review - A Journal of Performance Studies,1054-2043,0.131
22369,TDR - The Drama Review - A Journal of Performance Studies,1531-4715,0.131
22370,"Treatises and Documents, Journal of Ethnic Studies",1854-5181,0.131
22370,"Treatises and Documents, Journal of Ethnic Studies",0354-0286,0.131
22371,Vnitrni Lekarstvi,0042-773X,0.131
22371,Vnitrni Lekarstvi,1801-7592,0.131
22372,Zbornik Slovenskeho Narodneho Muzea Archeologia,1336-6637,0.131
22373,Zeitschrift fur Fremdsprachenforschung,0939-7299,0.131
22374,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,1002-1892,0.131
22375,3D Printing in Medicine,2365-6271,0.13
22376,ACDI Anuario Colombiano de Derecho Internacional,2027-1131,0.13
22376,ACDI Anuario Colombiano de Derecho Internacional,2145-4493,0.13
22377,ACG Case Reports Journal,2326-3253,0.13
22378,Acta Conventus Neo-Latini,2212-6007,0.13
22379,Actualites Pharmaceutiques,0515-3700,0.13
22380,Advances in Accounting Behavioral Research,1475-1488,0.13
22381,Advances in Chemical Engineering,0065-2377,0.13
22382,Advances in E-Business Research Series,1935-2700,0.13
22382,Advances in E-Business Research Series,1935-2719,0.13
22383,Advances in Gerontology,2079-0570,0.13
22383,Advances in Gerontology,2079-0589,0.13
22384,Advances in Marine Biology,0065-2881,0.13
22384,Advances in Marine Biology,2162-5875,0.13
22385,Advances in Special Education,0270-4013,0.13
22386,Advances in Taxation,1058-7497,0.13
22387,Africa-Europe Group for Interdisciplinary Studies,1574-6925,0.13
22388,African Journal of Library Archives and Information Science,0795-4778,0.13
22389,Animal Gene,2352-4065,0.13
22390,Annales de Pathologie,0242-6498,0.13
22391,Annual Review of the Sociology of Religion,1877-5233,0.13
22392,APA Planning Advisory Service Reports,0160-8266,0.13
22393,Applied and Numerical Harmonic Analysis,2296-5009,0.13
22393,Applied and Numerical Harmonic Analysis,2296-5017,0.13
22394,ASHRAE Standard,1041-2336,0.13
22395,Asia Pacific Law Review,1019-2557,0.13
22396,Asia Pacific Scholar,2424-9335,0.13
22396,Asia Pacific Scholar,2424-9270,0.13
22397,Asia-Pacific Journal of Innovation in Hospitality and Tourism,2289-1471,0.13
22398,Bangladesh Medical Research Council Bulletin,0377-9238,0.13
22399,Ben Jonson Journal,1079-3453,0.13
22399,Ben Jonson Journal,1755-165X,0.13
22400,Biblical Interpretation Series,0928-0731,0.13
22401,Boletin Mexicano de Derecho Comparado,0041-8633,0.13
22402,Boston Studies in the Philosophy and History of Science,2214-7942,0.13
22402,Boston Studies in the Philosophy and History of Science,0068-0346,0.13
22403,Brain and Neuroscience Advances,2398-2128,0.13
22404,Brazilian Neurosurgery,2359-5922,0.13
22404,Brazilian Neurosurgery,0103-5355,0.13
22405,Brill Studies in Greek and Roman Epigraphy,1876-2557,0.13
22406,Brill Studies in Middle Eastern Literatures,1571-5183,0.13
22407,Bulletin de la Societe Prehistorique Francaise,0249-7638,0.13
22408,Cahiers d'Ethnomusicologie,1662-372X,0.13
22409,Caribbean Journal of Science,0008-6452,0.13
22410,Caritas et Veritas,1805-0948,0.13
22411,Catalytic Science Series,2399-4495,0.13
22411,Catalytic Science Series,1793-1398,0.13
22412,Catholic Historical Review,1534-0708,0.13
22412,Catholic Historical Review,0008-8080,0.13
22413,Central Asian Affairs,2214-2290,0.13
22413,Central Asian Affairs,2214-2282,0.13
22414,Childhood in the Past,2040-8528,0.13
22414,Childhood in the Past,1758-5716,0.13
22415,Chinese Journal of Diabetes Mellitus,1674-5809,0.13
22416,Cinemas,1181-6945,0.13
22416,Cinemas,1705-6500,0.13
22417,Classical Receptions Journal,1759-5142,0.13
22417,Classical Receptions Journal,1759-5134,0.13
22418,Clinical and Translational Medicine,2001-1326,0.13
22419,Clinical Cases in Mineral and Bone Metabolism,1724-8914,0.13
22419,Clinical Cases in Mineral and Bone Metabolism,1971-3266,0.13
22420,Clinical Sarcoma Research,2045-3329,0.13
22421,Cogent Medicine,2331-205X,0.13
22422,Columbia Studies in the Classical Tradition,0166-1302,0.13
22423,Commentaria,1874-8236,0.13
22424,Compendia Rerum Iudaicarum ad Novum Testamentum,1877-4970,0.13
22425,Comprehensive Series in Photochemical and Photobiological Sciences,2041-9724,0.13
22425,Comprehensive Series in Photochemical and Photobiological Sciences,2041-9716,0.13
22426,Comunicacao e Sociedade,2183-3575,0.13
22426,Comunicacao e Sociedade,1645-2089,0.13
22427,Contributions to Management Science,2197-716X,0.13
22427,Contributions to Management Science,1431-1941,0.13
22428,Convivium,0010-8235,0.13
22429,CPEM Digest (Conference on Precision Electromagnetic Measurements),0589-1485,0.13
22430,Cristianesimo nella Storia,0393-3598,0.13
22431,Critical Studies,0923-411X,0.13
22432,"Critical Studies on Corporate Responsibility, Governance and Sustainability",2043-9059,0.13
22432,"Critical Studies on Corporate Responsibility, Governance and Sustainability",2043-9067,0.13
22433,Cuadernos de Administracion,1900-7205,0.13
22433,Cuadernos de Administracion,0120-3592,0.13
22434,Cuadernos Electronicos de Filosofia del Derecho,1138-9877,0.13
22435,Culture and Language Use,1879-5838,0.13
22436,Developments in Corporate Governance and Responsibility,2043-0531,0.13
22436,Developments in Corporate Governance and Responsibility,2043-0523,0.13
22437,Developments in International Law,0924-5332,0.13
22438,Digestive Disease Interventions,2472-873X,0.13
22438,Digestive Disease Interventions,2472-8721,0.13
22439,Dionysius,0705-1085,0.13
22440,"Discourse Approaches to Politics, Society and Culture",1569-9463,0.13
22441,Drama and Theatre in Early Modern Europe,2211-341X,0.13
22442,Dynamics in the History of Religions,1878-8114,0.13
22442,Dynamics in the History of Religions,1878-8106,0.13
22443,Early Music,1741-7260,0.13
22443,Early Music,0306-1078,0.13
22444,Earth Evolution Sciences,1881-8463,0.13
22445,Eastern Journal of Medicine,1309-3886,0.13
22445,Eastern Journal of Medicine,1301-0883,0.13
22446,Ecological Chemistry and Engineering A,1898-6188,0.13
22446,Ecological Chemistry and Engineering A,2657-7798,0.13
22447,Electronic Research Announcements in Mathematical Sciences,1935-9179,0.13
22448,Empirical Approaches to Linguistic Theory,2210-6251,0.13
22448,Empirical Approaches to Linguistic Theory,2210-6243,0.13
22449,Etudes de Droit International,1573-563X,0.13
22450,Eurasian Studies Library,1877-9484,0.13
22451,Extreme Physiology and Medicine,2046-7648,0.13
22452,Farmatsiya i Farmakologiya,2307-9266,0.13
22452,Farmatsiya i Farmakologiya,2413-2241,0.13
22453,Fauna of Suriname,2211-5323,0.13
22454,Florida Geographer,0739-0041,0.13
22455,Fotocinema,2172-0150,0.13
22456,Foundations and Trends in Electric Energy Systems,2332-6557,0.13
22456,Foundations and Trends in Electric Energy Systems,2332-6565,0.13
22457,Foundations and Trends in Web Science,1555-0788,0.13
22457,Foundations and Trends in Web Science,1555-077X,0.13
22458,Francia. Forschungen zur Westeuropaischen Geschichte,0937-7743,0.13
22459,Fundamental Theories of Physics,0168-1222,0.13
22459,Fundamental Theories of Physics,2365-6425,0.13
22460,Genij Ortopedii,1028-4427,0.13
22460,Genij Ortopedii,2542-131X,0.13
22461,Geological Survey of Denmark and Greenland Map Series,1604-9780,0.13
22462,Geoplanning,2355-6544,0.13
22463,Glasnik - Srpskog Geografskog Drustva,2406-078X,0.13
22463,Glasnik - Srpskog Geografskog Drustva,0350-3593,0.13
22464,Gosudarstvo i Pravo,1026-9452,0.13
22465,"Handbook of Oriental Studies. Section 2, South Asia",0169-9377,0.13
22466,Harvard Journal of Legislation,0017-808X,0.13
22467,Heritage and Identity,2211-7377,0.13
22467,Heritage and Identity,2211-7369,0.13
22468,Hiroshima Journal of Medical Sciences,0018-2052,0.13
22468,Hiroshima Journal of Medical Sciences,2433-7668,0.13
22469,History of Christian-Muslim Relations,1570-7350,0.13
22470,Homme,0439-4216,0.13
22470,Homme,1953-8103,0.13
22471,IMPACT: Studies in Language and Society,1385-7908,0.13
22472,Indian Journal of Gynecologic Oncology,2363-8400,0.13
22472,Indian Journal of Gynecologic Oncology,2363-8397,0.13
22473,Information and Culture,2166-3033,0.13
22473,Information and Culture,2164-8034,0.13
22474,International Comparative Social Studies,1568-4474,0.13
22475,International Criminal Law Series,2213-2724,0.13
22476,International Electronic Journal of Geometry,1307-5624,0.13
22477,International Humanitarian Law Series,1389-6776,0.13
22478,"International Journal of Accounting, Auditing and Performance Evaluation",1740-8008,0.13
22478,"International Journal of Accounting, Auditing and Performance Evaluation",1740-8016,0.13
22479,International Journal of Educational Organization and Leadership,2329-1656,0.13
22479,International Journal of Educational Organization and Leadership,2329-1591,0.13
22480,International Journal of Navigation and Observation,1687-6008,0.13
22480,International Journal of Navigation and Observation,1687-5990,0.13
22481,International Nano Letters,2228-5326,0.13
22481,International Nano Letters,2008-9295,0.13
22482,International Perspectives on Education and Society,1479-3679,0.13
22483,International Review of Social Research,2069-8267,0.13
22483,International Review of Social Research,2069-8534,0.13
22484,International Straits of the World,0924-4867,0.13
22485,International Studies in the History of Rhetoric,1875-1148,0.13
22486,International Symposia in Economic Theory and Econometrics,1571-0386,0.13
22487,Investigaciones Historicas,0210-9425,0.13
22487,Investigaciones Historicas,2530-6472,0.13
22488,Investigating Medieval Philosophy,1879-9795,0.13
22488,Investigating Medieval Philosophy,1879-9787,0.13
22489,Iran Studies,1569-7401,0.13
22490,Iranian Journal of Radiology,2008-2711,0.13
22490,Iranian Journal of Radiology,1735-1065,0.13
22491,Japanese Journal of Legal Medicine,0047-1887,0.13
22492,Jewish and Christian Perspectives Series,1388-2074,0.13
22493,Jordan Journal for History and Archaeology,1996-9546,0.13
22494,Jordan Journal of Physics,1994-7607,0.13
22494,Jordan Journal of Physics,1994-7615,0.13
22495,Journal of African Law,0021-8553,0.13
22495,Journal of African Law,1464-3731,0.13
22496,Journal of Aridland Agriculture,2455-9377,0.13
22497,Journal of Biophysics,1687-8000,0.13
22497,Journal of Biophysics,1687-8019,0.13
22498,Journal of Clinical and Translational Science,2059-8661,0.13
22499,Journal of Clinical Interventional Radiology ISVIR,2456-4869,0.13
22500,Journal of Environmental Studies,2345-6922,0.13
22500,Journal of Environmental Studies,1025-8620,0.13
22501,Journal of Fiber Science and Technology,2189-7654,0.13
22502,Journal of International Studies(Malaysia),2289-666X,0.13
22502,Journal of International Studies(Malaysia),1823-691X,0.13
22503,Journal of Islamic Studies,0955-2340,0.13
22503,Journal of Islamic Studies,1471-6917,0.13
22504,Journal of Juristic Papyrology,0075-4277,0.13
22505,Journal of Modern Jewish Studies,1472-5886,0.13
22506,Journal of Orofacial Sciences,0975-8844,0.13
22506,Journal of Orofacial Sciences,2320-4737,0.13
22507,Journal of Patient Experience,2374-3743,0.13
22507,Journal of Patient Experience,2374-3735,0.13
22508,Journal of Pediatric Surgical Nursing,2332-0249,0.13
22509,Journal of Roman Studies,0075-4358,0.13
22510,Journal of SAFOG,0975-1920,0.13
22510,Journal of SAFOG,0974-8938,0.13
22511,Journal of Spanish Cultural Studies,1463-6204,0.13
22511,Journal of Spanish Cultural Studies,1469-9818,0.13
22512,Journal of Spiritual Formation and Soul Care,2328-1030,0.13
22512,Journal of Spiritual Formation and Soul Care,1939-7909,0.13
22513,"Journal of the Chinese Society of Mechanical Engineers, Transactions of the Chinese Institute of Engineers, Series C/Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao",0257-9731,0.13
22514,Journal of the Siam Society,0304-226X,0.13
22514,Journal of the Siam Society,2651-1851,0.13
22515,Lecture Notes of TICMI,1512-0511,0.13
22516,Library of Economic History,1877-3206,0.13
22517,Linguistic Biblical Studies,1877-7554,0.13
22518,Lipid Insights,1178-6353,0.13
22519,"Manuals and Reports on Engineering Practice, American Society of Civil Engineers",0734-7685,0.13
22520,Manuscripta Orientalia,2415-3613,0.13
22520,Manuscripta Orientalia,1238-5018,0.13
22521,Medical Immunology (Russia),2313-741X,0.13
22521,Medical Immunology (Russia),1563-0625,0.13
22522,Medicine in Novel Technology and Devices,2590-0935,0.13
22523,Medieval and Early Modern Iberian World,1569-1934,0.13
22524,Mediterranean Archaeology,1030-8482,0.13
22525,"Metaphor in Language, Cognition Communication",2210-4836,0.13
22526,Methods in Cell Biology,0091-679X,0.13
22527,Micrologus,1123-2560,0.13
22528,Multilingualism and Diversity Management,2210-7010,0.13
22529,Multiple Sclerosis and Demyelinating Disorders,2056-6115,0.13
22530,Musik und Asthetik,1432-9425,0.13
22531,Muslim Minorities,1570-7571,0.13
22532,National Cultivation of Culture,1876-5645,0.13
22533,New Frontiers in Translation Studies,2197-8689,0.13
22533,New Frontiers in Translation Studies,2197-8697,0.13
22534,New Zealand Dental Journal,0028-8047,0.13
22535,NII Technical Reports,1346-5597,0.13
22536,Nijhoff Studies in European Union Law,2210-9773,0.13
22536,Nijhoff Studies in European Union Law,2210-9765,0.13
22537,Nordisk tidsskrift for utdanning og praksis,2535-7697,0.13
22538,Oido Pensante,2250-7116,0.13
22539,Oncology and Therapy,2366-1070,0.13
22539,Oncology and Therapy,2366-1089,0.13
22540,Oncology Issues,1046-3356,0.13
22540,Oncology Issues,2573-1777,0.13
22541,Operations Research and Decisions,2391-6060,0.13
22541,Operations Research and Decisions,2081-8858,0.13
22542,Oralia,1575-1430,0.13
22543,"Oudtestamentische Studien, Old Testament Studies",0169-7226,0.13
22544,Palaeontologia Africana,0078-8554,0.13
22545,Pharmaceutical Technology in Hospital Pharmacy,2365-242X,0.13
22545,Pharmaceutical Technology in Hospital Pharmacy,2365-2411,0.13
22546,Photography and Culture,1751-4525,0.13
22546,Photography and Culture,1751-4517,0.13
22547,Praxema,2408-9176,0.13
22547,Praxema,2312-7899,0.13
22548,Proceedings of the Shevchenko Scientific Society. Medical Sciences,2708-8642,0.13
22548,Proceedings of the Shevchenko Scientific Society. Medical Sciences,2708-8634,0.13
22549,REC: CardioClinics,2605-1532,0.13
22549,REC: CardioClinics,2605-1575,0.13
22550,Recent Advances in Alzheimer Research,2452-2562,0.13
22550,Recent Advances in Alzheimer Research,2452-2554,0.13
22551,Recent Results in Cancer Research,2197-6767,0.13
22551,Recent Results in Cancer Research,0080-0015,0.13
22552,Religion and the Social Order,1061-5210,0.13
22553,Renaissance Society of America,2212-3105,0.13
22553,Renaissance Society of America,2212-3091,0.13
22554,Research Journal of Biotechnology,2278-4535,0.13
22554,Research Journal of Biotechnology,0973-6263,0.13
22555,Revista de Humanidades (SPAIN),2340-8995,0.13
22555,Revista de Humanidades (SPAIN),1130-5029,0.13
22556,Revista Interamericana de Bibliotecologia,2538-9866,0.13
22556,Revista Interamericana de Bibliotecologia,0120-0976,0.13
22557,Revue d'Economie du Developpement,1782-1517,0.13
22557,Revue d'Economie du Developpement,1245-4060,0.13
22558,Romanian Journal of Applied Psychology,2392-845X,0.13
22558,Romanian Journal of Applied Psychology,2392-8441,0.13
22559,RSC Catalysis Series,1757-6733,0.13
22559,RSC Catalysis Series,1757-6725,0.13
22560,RSC Theoretical and Computational Chemistry Series,2041-3181,0.13
22560,RSC Theoretical and Computational Chemistry Series,2041-319X,0.13
22561,Rural Sustainability Research,2256-0939,0.13
22562,SAGE Open Medicine,2050-3121,0.13
22563,Salud Uninorte,2011-7531,0.13
22563,Salud Uninorte,0120-5552,0.13
22564,Science and Technology Asia,2586-9027,0.13
22564,Science and Technology Asia,2586-9000,0.13
22565,Second Language Learning and Teaching,2193-7648,0.13
22566,"Series on Analysis, Applications and Computation",1793-4702,0.13
22567,Series on Chinese Economics Research,2251-1644,0.13
22568,Series on Number Theory and Its Applications,1793-3161,0.13
22569,Shakespeare Studies,0582-9399,0.13
22570,Shiprepair and Conversion Technology,0969-0174,0.13
22571,Signals and Communication Technology,1860-4870,0.13
22571,Signals and Communication Technology,1860-4862,0.13
22572,Springer Tracts in Modern Physics,0081-3869,0.13
22572,Springer Tracts in Modern Physics,1615-0430,0.13
22573,SpringerBriefs in Mathematics,2191-8201,0.13
22573,SpringerBriefs in Mathematics,2191-8198,0.13
22574,St Antony's Series,2633-5972,0.13
22574,St Antony's Series,2633-5964,0.13
22575,Studies in Functional and Structural Linguistics,1385-7916,0.13
22576,Studies in Intercultural Human Rights,1876-9861,0.13
22577,Studies in Islamic Law and Society,1384-1130,0.13
22578,Studies in Persian Cultural History,2210-3554,0.13
22579,"Studies in Platonism, Neoplatonism, and the Platonic Tradition",1871-188X,0.13
22580,Studies in Reformed Theology,1571-4799,0.13
22581,Studies in Slavic and General Linguistics,0169-0124,0.13
22582,Studies in Territorial and Cultural Diversity Governance,2213-2570,0.13
22583,Studies in the History of Chinese Texts,1877-9425,0.13
22584,Studies in Universal Logic,2297-0290,0.13
22584,Studies in Universal Logic,2297-0282,0.13
22585,Studies in Writing,1572-6304,0.13
22586,Studies on the Texts of the Desert of Judah,0169-9962,0.13
22587,Supplements to the Journal for the Study of Judaism,1384-2161,0.13
22588,Synthesis Lectures on Communications,1932-1244,0.13
22589,Taiwan Journal of Linguistics,1729-4649,0.13
22589,Taiwan Journal of Linguistics,1994-2559,0.13
22590,Technology and Change in History,1385-920X,0.13
22591,Textiles Eastern Europe,1354-5981,0.13
22592,Texts and Studies on the Qur'an,1567-2808,0.13
22593,Theologica Xaveriana,0120-3649,0.13
22593,Theologica Xaveriana,2011-219X,0.13
22594,Transactions of the Atomic Energy Society of Japan,1347-2879,0.13
22594,Transactions of the Atomic Energy Society of Japan,2186-2931,0.13
22595,Translational Science of Rare Diseases,2214-6512,0.13
22595,Translational Science of Rare Diseases,2214-6490,0.13
22596,Twentieth-Century China,1521-5385,0.13
22596,Twentieth-Century China,1940-5065,0.13
22597,UNITEXT - La Matematica per il 3 piu 2,2038-5722,0.13
22598,US Geological Survey Open-File Report,0196-1497,0.13
22598,US Geological Survey Open-File Report,2331-1258,0.13
22599,U.S. Pharmacist,0148-4818,0.13
22600,Varieties of English Around the World,0172-7362,0.13
22601,Vojnosanitetski Pregled,2406-0720,0.13
22601,Vojnosanitetski Pregled,0042-8450,0.13
22602,Women's Reproductive Health,2329-3713,0.13
22602,Women's Reproductive Health,2329-3691,0.13
22603,World Policy Journal,0740-2775,0.13
22604,World Pumps,0262-1762,0.13
22605,Zhongguo gu shang = China journal of orthopaedics and traumatology,1003-0034,0.13
22606,Aegaeum,0776-3808,0.129
22607,Agrarforschung Schweiz,1663-7909,0.129
22607,Agrarforschung Schweiz,1663-7852,0.129
22608,Aktuelle Neurologie,0302-4350,0.129
22608,Aktuelle Neurologie,1438-9428,0.129
22609,Anglia,1865-8938,0.129
22609,Anglia,0340-5222,0.129
22610,Antibiotiki i Khimioterapiya,0235-2990,0.129
22611,Applied and Computational Mechanics,2336-1182,0.129
22611,Applied and Computational Mechanics,1802-680X,0.129
22612,Arethusa,0004-0975,0.129
22613,Asian Theatre Journal,0742-5457,0.129
22613,Asian Theatre Journal,1527-2109,0.129
22614,British Journal of Canadian Studies,1757-8078,0.129
22614,British Journal of Canadian Studies,0269-9222,0.129
22615,Chinese Journal of Environmental Engineering,1673-9108,0.129
22616,Chinese Journal of Evidence-Based Medicine,1672-2531,0.129
22617,Church History and Religious Culture,1871-241X,0.129
22617,Church History and Religious Culture,1871-2428,0.129
22618,Craft Research,2040-4697,0.129
22618,Craft Research,2040-4689,0.129
22619,Critical Reviews in Physical and Rehabilitation Medicine,2162-6553,0.129
22619,Critical Reviews in Physical and Rehabilitation Medicine,0896-2960,0.129
22620,Cumhuriyet Dental Journal,2146-2852,0.129
22621,Diplomacy and Statecraft,1557-301X,0.129
22621,Diplomacy and Statecraft,0959-2296,0.129
22622,DISEGNARECON,1828-5961,0.129
22623,Eesti ja Soome-Ugri Keeleteaduse Ajakiri,1736-8987,0.129
22623,Eesti ja Soome-Ugri Keeleteaduse Ajakiri,2228-1339,0.129
22624,European Journal of Analytic Philosophy,1849-0514,0.129
22624,European Journal of Analytic Philosophy,1845-8475,0.129
22625,Europhysics News,0531-7479,0.129
22626,Extrapolation,0014-5483,0.129
22627,German History,0266-3554,0.129
22627,German History,1477-089X,0.129
22628,Himalaya,1935-2212,0.129
22629,Historisk Tidsskrift,0018-263X,0.129
22629,Historisk Tidsskrift,1504-2944,0.129
22630,Indian Journal of Heterocyclic Chemistry,2456-4311,0.129
22630,Indian Journal of Heterocyclic Chemistry,0971-1627,0.129
22631,Indian Veterinary Journal,0974-9365,0.129
22631,Indian Veterinary Journal,0019-6479,0.129
22632,International Journal of Thermofluid Science and Technology,2706-9885,0.129
22633,International Review of the Aesthetics and Sociology of Music,0351-5796,0.129
22634,Internetworking Indonesia Journal,1942-9703,0.129
22635,Journal of Austrian-American History,2475-0913,0.129
22635,Journal of Austrian-American History,2475-0905,0.129
22636,Journal of Chinese Linguistics,0091-3723,0.129
22637,Journal of Chinese Mass Spectrometry Society,1004-2997,0.129
22638,Journal of Chinese Soil and Water Conservation,0255-6073,0.129
22639,Journal of Diabetes Nursing,1368-1109,0.129
22640,Journal of Integrated OMICS,2182-0287,0.129
22641,Journal of Research on Christian Education,1934-4945,0.129
22641,Journal of Research on Christian Education,1065-6219,0.129
22642,Journal of Tropical Pathology,1980-8178,0.129
22642,Journal of Tropical Pathology,0301-0406,0.129
22643,Journal of Veterinary Research,2008-2525,0.129
22643,Journal of Veterinary Research,2251-6190,0.129
22644,Jung Journal: Culture and Psyche,1934-2039,0.129
22644,Jung Journal: Culture and Psyche,1934-2047,0.129
22645,Lebende Sprachen,1868-0267,0.129
22645,Lebende Sprachen,0023-9909,0.129
22646,Linchan Huaxue Yu Gongye/Chemistry and Industry of Forest Products,0253-2417,0.129
22647,Medioevo Romanzo,0390-0711,0.129
22647,Medioevo Romanzo,1724-1707,0.129
22648,Meteorologica,1850-468X,0.129
22648,Meteorologica,0325-187X,0.129
22649,Mindanao Journal of Science and Technology,2449-3686,0.129
22649,Mindanao Journal of Science and Technology,2244-0410,0.129
22650,Monatsschrift fur Kinderheilkunde,1433-0474,0.129
22650,Monatsschrift fur Kinderheilkunde,0026-9298,0.129
22651,Norteamerica,1870-3550,0.129
22651,Norteamerica,2448-7228,0.129
22652,Novosti Khirurgii,2305-0047,0.129
22652,Novosti Khirurgii,1993-7512,0.129
22653,ONdrugDelivery,2049-145X,0.129
22653,ONdrugDelivery,2049-1468,0.129
22654,Philosophia Christi,1529-1634,0.129
22655,Politics and Religion Journal,1820-6581,0.129
22655,Politics and Religion Journal,1820-659X,0.129
22656,Rengong Jingti Xuebao/Journal of Synthetic Crystals,1000-985X,0.129
22657,Res: Anthropology and Aesthetics,0277-1322,0.129
22658,Res Mobilis,2255-2057,0.129
